StockCode,Description,NumberOfOrders,NumberOfCustomers,TotalQty,TotalPrice,AvgUnitPrice
22158,3 HEARTS HANGING DECORATION RUSTIC,310,310,3438,11873.130000000001,3.453499127399651
22161,HEART DECORATION RUSTIC HANGING ,340,340,5064,1642.6000000000001,0.32436808846761456
22162,HEART GARLAND RUSTIC PADDED,93,93,255,808.79,3.1717254901960783
22163,HEART STRING MEMO HOLDER HANGING,124,124,850,1023.03,1.2035647058823529
22164,STRING OF STARS CARD HOLDER,15,15,78,250.22000000000003,3.2079487179487183
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",145,145,414,3315.45,8.008333333333333
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,89,89,204,1590.55,7.796813725490196
22167, OVAL WALL MIRROR DIAMANTE ,159,159,232,2351.3199999999997,10.134999999999998
22168,ORGANISER WOOD ANTIQUE WHITE ,82,82,130,1094.8,8.42153846153846
22169,FAMILY ALBUM WHITE PICTURE FRAME,384,384,1166,10096.710000000001,8.659271012006862
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,265,265,1049,6858.95,6.538560533841754
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,392,392,1699,12869.76,7.574902884049441
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,497,497,2345,7493.93,3.1957057569296374
22174,PHOTO CUBE,318,318,3239,6013.429999999999,1.856569928990429
22175,PINK OWL SOFT TOY,173,173,877,2594.23,2.958072976054732
22176,BLUE OWL SOFT TOY,117,117,511,1533.9300000000003,3.001819960861057
22178,VICTORIAN GLASS HANGING T-LIGHT,1050,1050,23854,32549.57,1.3645329923702523
22179,SET 10 NIGHT OWL LIGHTS,295,295,938,7054.0,7.520255863539446
22180,RETROSPOT LAMP,166,166,314,3366.6899999999996,10.721942675159234
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,59,59,564,477.96,0.8474468085106382
22182,CAKE STAND VICTORIAN FILIGREE SMALL,124,124,371,1415.63,3.815714285714286
22183,CAKE STAND VICTORIAN FILIGREE MED,129,129,320,1907.0600000000002,5.9595625000000005
22184,CAKE STAND VICTORIAN FILIGREE LARGE,37,37,54,454.86,8.423333333333334
22185,SLATE TILE NATURAL HANGING,162,162,1510,2291.4399999999996,1.5175099337748341
22186,RED STAR CARD HOLDER,153,153,795,1865.33,2.3463270440251573
22187,GREEN CHRISTMAS TREE CARD HOLDER,193,193,1262,3230.98,2.5602060221870047
22188,BLACK HEART CARD HOLDER,183,183,4870,12483.22,2.5632895277207393
22189,CREAM HEART CARD HOLDER,519,519,8283,23431.870000000003,2.8289110225763614
22190,LOCAL CAFE MUG,116,116,676,1057.71,1.5646597633136095
22191,IVORY DINER WALL CLOCK,430,430,1108,9317.45,8.409250902527077
22192,BLUE DINER WALL CLOCK,368,368,933,8020.99,8.596988210075027
22193,RED DINER WALL CLOCK,464,464,1379,11689.62,8.476881798404643
22194,BLACK DINER WALL CLOCK,45,45,64,608.6899999999999,9.510781249999999
22195,LARGE HEART MEASURING SPOONS,374,374,1978,3723.9599999999996,1.882689585439838
22196,SMALL HEART MEASURING SPOONS,474,474,2824,2735.1299999999997,0.9685304532577902
22197,POPCORN HOLDER,1408,1408,56450,50987.47,0.9032324180690877
22198,LARGE POPCORN HOLDER ,100,100,982,1801.56,1.834582484725051
22199,FRYING PAN RED RETROSPOT,169,169,460,1893.84,4.11704347826087
22200,FRYING PAN PINK POLKADOT,141,141,394,1794.48,4.554517766497462
22201,FRYING PAN BLUE POLKADOT,89,89,191,708.3,3.7083769633507853
22202,MILK PAN PINK POLKADOT,38,38,63,315.6,5.0095238095238095
22203,MILK PAN RED RETROSPOT,147,147,401,1475.63,3.6798753117206986
22204,MILK PAN BLUE POLKADOT,80,80,192,650.79,3.3895312499999997
22206,"MUG , DOTCOMGIFTSHOP.COM ",5,5,5,4.17,0.834
22207,FRYING PAN UNION FLAG,208,208,1259,5555.59,4.412700555996823
22208,WOOD STAMP SET THANK YOU,281,281,1502,1564.86,1.0418508655126497
22209,WOOD STAMP SET HAPPY BIRTHDAY,172,172,938,958.41,1.0217590618336887
22210,WOOD STAMP SET BEST WISHES,187,187,1019,959.6999999999999,0.9418056918547595
22211,WOOD STAMP SET FLOWERS,196,196,961,1054.4399999999998,1.0972320499479706
22212,FOUR HOOK  WHITE LOVEBIRDS,405,405,1591,3663.1400000000003,2.302413576367065
22214,CANDLE PLATE LACE WHITE,56,56,193,416.59999999999997,2.1585492227979275
22215,CAKE STAND WHITE TWO TIER LACE,103,103,341,2454.39,7.197624633431085
22216,T-LIGHT HOLDER WHITE LACE,68,68,588,512.93,0.8723299319727891
22217,T-LIGHT HOLDER HANGING LACE,83,83,800,782.51,0.9781375
22218,,1,1,1,4.25,4.25
22219,LOVEBIRD HANGING DECORATION WHITE ,544,544,4112,4015.8799999999997,0.976624513618677
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,94,94,210,1657.7,7.893809523809524
22221,CAKE STAND LOVEBIRD 2 TIER PINK,53,53,129,1084.6399999999999,8.408062015503875
22222,CAKE PLATE LOVEBIRD WHITE,222,222,1057,3880.2000000000003,3.6709555345316938
22223,CAKE PLATE LOVEBIRD PINK,78,78,441,1821.6100000000001,4.130634920634921
22224,WHITE LOVEBIRD LANTERN,166,166,831,2755.21,3.3155354993983153
22227,HANGING HEART MIRROR DECORATION ,290,290,2339,1706.7700000000002,0.7297007268063276
22228,BUNNY WOODEN PAINTED WITH BIRD ,148,148,999,776.93,0.7777077077077077
22229,BUNNY WOODEN PAINTED WITH FLOWER ,102,102,566,430.76,0.761060070671378
22230,JIGSAW TREE WITH WATERING CAN,105,105,1032,467.39,0.45289728682170544
22231,JIGSAW TREE WITH BIRDHOUSE,153,153,931,934.7099999999999,1.0039849624060149
22232,JIGSAW TOADSTOOLS 3 PIECE,88,88,626,549.74,0.8781789137380192
22233,JIGSAW RABBIT AND BIRDHOUSE,109,109,576,574.14,0.9967708333333333
22236,CAKE STAND 3 TIER MAGIC GARDEN,98,98,263,3115.6499999999996,11.84657794676806
22241,GARLAND WOODEN HAPPY EASTER,242,242,1974,2637.12,1.3359270516717325
22242,5 HOOK HANGER MAGIC TOADSTOOL,37,37,606,938.2799999999999,1.5483168316831681
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,132,132,3088,4735.139999999999,1.5334002590673572
22244,3 HOOK HANGER MAGIC GARDEN,167,167,1689,3248.91,1.923570159857904
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",100,100,1258,1066.6,0.8478537360890301
22246,MAGIC GARDEN FELT GARLAND ,91,91,419,939.3699999999999,2.2419331742243434
22247,BUNNY DECORATION MAGIC GARDEN,113,113,670,593.14,0.8852835820895523
22248,DECORATION  PINK CHICK MAGIC GARDEN,111,111,574,508.94,0.8866550522648083
22249,DECORATION WHITE CHICK MAGIC GARDEN,146,146,940,823.06,0.875595744680851
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,148,148,817,729.25,0.892594859241126
22251,BIRDHOUSE DECORATION MAGIC GARDEN,140,140,698,871.99,1.249269340974212
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,68,68,644,762.82,1.184503105590062
22254,FELT TOADSTOOL LARGE,61,61,657,836.8000000000001,1.273668188736682
22255,FELT TOADSTOOL  SMALL,77,77,629,602.63,0.9580763116057234
22256,FELT FARM ANIMAL CHICKEN,50,50,291,394.15,1.3544673539518899
22257,FELT FARM ANIMAL SHEEP,42,42,373,280.42,0.7517962466487936
22258,FELT FARM ANIMAL RABBIT,79,79,905,735.14,0.8123093922651934
22259,FELT FARM ANIMAL HEN,44,44,481,332.84,0.6919750519750519
22260,FELT EGG COSY BLUE RABBIT ,104,104,548,574.04,1.0475182481751824
22261,FELT EGG COSY WHITE RABBIT ,108,108,581,546.41,0.9404647160068846
22262,FELT EGG COSY CHICKEN,138,138,1022,949.6099999999999,0.9291682974559686
22263,FELT EGG COSY LADYBIRD ,50,50,278,164.48,0.5916546762589928
22264,FELT FARM ANIMAL WHITE BUNNY ,96,96,1563,738.68,0.47260396673064614
22265,EASTER DECORATION NATURAL CHICK,64,64,540,366.15000000000003,0.6780555555555556
22266,EASTER DECORATION HANGING BUNNY,92,92,1888,596.5,0.3159427966101695
22267,EASTER DECORATION EGG BUNNY ,83,83,836,673.17,0.8052272727272727
22268,DECORATION SITTING BUNNY,160,160,1971,795.78,0.4037442922374429
22269,EGG CUP NATURAL CHICKEN,125,125,933,622.74,0.667459807073955
22270,HAPPY EASTER HANGING DECORATION,56,56,237,920.06,3.88210970464135
22271,FELTCRAFT DOLL ROSIE,302,302,1698,4998.5,2.9437573616018846
22272,FELTCRAFT DOLL MARIA,49,49,195,561.97,2.881897435897436
22273,FELTCRAFT DOLL MOLLY,333,333,3067,8503.69,2.7726410172807303
22274,FELTCRAFT DOLL EMILY,269,269,1340,3953.4800000000005,2.9503582089552243
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,1,1,69,527.85,7.65
22276,WASH BAG VINTAGE ROSE PAISLEY,87,87,283,821.01,2.901095406360424
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,100,100,417,897.74,2.152853717026379
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,179,179,400,2679.6,6.699
22279,POCKET BAG BLUE PAISLEY RED SPOT,129,129,833,1005.9,1.207563025210084
22280,POCKET BAG PINK PAISELY BROWN SPOT,95,95,469,510.84,1.0892110874200427
22281,EASTER TREE YELLOW BIRDS,63,63,132,935.39,7.0862878787878785
22282,12 EGG HOUSE PAINTED WOOD,100,100,148,2365.77,15.984932432432432
22283,6 EGG HOUSE PAINTED WOOD,157,157,297,2710.53,9.126363636363637
22284,HEN HOUSE DECORATION,133,133,941,1620.1699999999998,1.7217534537725823
22285,HANGING HEN ON NEST DECORATION,120,120,871,1494.8999999999999,1.7163030998851894
22286,DECORATION WOBBLY RABBIT METAL ,115,115,1149,1065.3899999999999,0.9272323759791121
22287,DECORATION WOBBLY CHICKEN,81,81,784,715.4799999999999,0.9126020408163265
22288,HANGING METAL RABBIT DECORATION,58,58,475,618.2,1.3014736842105263
22289,HANGING METAL CHICKEN DECORATION,34,34,152,198.52,1.3060526315789474
22291,HANGING CHICK CREAM DECORATION,121,121,1293,1911.82,1.4785924207269914
22292,HANGING CHICK  YELLOW DECORATION,111,111,1139,1608.86,1.4125197541703247
22293,HANGING CHICK GREEN DECORATION,121,121,907,1341.6699999999998,1.4792392502756337
22294,HEART FILIGREE DOVE  SMALL,301,301,5500,6858.83,1.24706
22295,HEART FILIGREE DOVE LARGE,251,251,2795,4623.87,1.6543363148479426
22296,HEART IVORY TRELLIS LARGE,318,318,3155,5272.469999999999,1.671147385103011
22297,HEART IVORY TRELLIS SMALL,378,378,4171,5468.66,1.3111148405658115
22299,PIG KEYRING WITH LIGHT & SOUND ,83,83,1327,1321.97,0.9962094951017333
22300,COFFEE MUG DOG + BALL DESIGN,201,201,1529,3411.7599999999998,2.23136690647482
22301,COFFEE MUG CAT + BIRD DESIGN,263,263,2201,4972.43,2.25916855974557
22302,COFFEE MUG PEARS  DESIGN,215,215,2318,5106.24,2.202864538395168
22303,COFFEE MUG APPLES DESIGN,269,269,2748,6182.4,2.249781659388646
22304,COFFEE MUG BLUE PAISLEY DESIGN,61,61,767,1368.18,1.78380704041721
22305,COFFEE MUG PINK PAISLEY DESIGN,52,52,692,1602.03,2.31507225433526
22306,SILVER MUG BONE CHINA TREE OF LIFE,115,115,1157,1399.8700000000001,1.209913569576491
22307,GOLD MUG BONE CHINA TREE OF LIFE,77,77,731,923.74,1.2636662106703147
22308,TEA COSY BLUE STRIPE,105,105,250,877.38,3.50952
22309,TEA COSY RED  STRIPE,121,121,370,1093.6,2.9556756756756752
22310,IVORY KNITTED MUG COSY ,109,109,668,1296.23,1.9404640718562876
22311,OFFICE MUG WARMER BLACK+SILVER ,144,144,1130,3397.86,3.0069557522123893
22312,OFFICE MUG WARMER POLKADOT,132,132,623,1885.5900000000001,3.0266292134831465
22313,OFFICE MUG WARMER PINK,66,66,315,927.33,2.9439047619047622
22314,OFFICE MUG WARMER CHOC+BLUE,134,134,569,1756.17,3.086414762741652
22315,200 RED + WHITE BENDY STRAWS,171,171,918,1221.43,1.3305337690631809
22316,200 BENDY SKULL STRAWS,56,56,660,742.37,1.1248030303030303
22317,FIVE CATS HANGING DECORATION,89,89,287,882.62,3.075331010452962
22318,FIVE HEART HANGING DECORATION,144,144,455,1520.9700000000003,3.3427912087912093
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,61,61,1340,583.96,0.4357910447761194
22320,BIRDS MOBILE VINTAGE DESIGN,77,77,180,1093.72,6.076222222222222
22321,BIRD DECORATION RED RETROSPOT,133,133,916,880.4799999999999,0.9612227074235807
22322,BIRD DECORATION GREEN POLKADOT,140,140,808,737.61,0.9128836633663366
22323,,1,1,1,1.95,1.95
22324,BLUE POLKADOT KIDS BAG,74,74,286,688.3,2.4066433566433565
22325,MOBILE VINTAGE HEARTS ,97,97,237,1086.95,4.586286919831224
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,746,746,8519,24317.670000000002,2.8545216574715346
22327,ROUND SNACK BOXES SET OF 4 SKULLS,292,292,1163,4292.45,3.6908426483233017
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,592,592,6189,17438.87,2.817720148650832
22329,ROUND CONTAINER SET OF 5 RETROSPOT,240,240,1587,2635.49,1.6606742281033395
22331,WOODLAND PARTY BAG + STICKER SET,185,185,1838,2971.8399999999997,1.6168879216539715
22332,SKULLS PARTY BAG + STICKER SET,150,150,1009,1640.05,1.6254212091179385
22333,RETROSPOT PARTY BAG + STICKER SET,327,327,4412,6911.94,1.5666228467815049
22334,DINOSAUR PARTY BAG + STICKER SET,101,101,707,1160.71,1.6417397454031117
22335,HEART DECORATION PAINTED ZINC ,225,225,2386,1672.7900000000002,0.7010854987426657
22336,DOVE DECORATION PAINTED ZINC ,80,80,2360,739.46,0.3133305084745763
22337,ANGEL DECORATION PAINTED ZINC ,77,77,912,574.5400000000001,0.6299780701754387
22338,STAR DECORATION PAINTED ZINC ,180,180,4662,1222.4,0.26220506220506223
22339,CHRISTMAS TREE PAINTED ZINC ,85,85,2437,666.38,0.27344275748871566
22340,NOEL GARLAND PAINTED ZINC ,128,128,1399,774.88,0.5538813438170122
22341,LOVE GARLAND PAINTED ZINC ,78,78,453,827.6299999999999,1.826997792494481
22342,HOME GARLAND PAINTED ZINC ,130,130,961,1071.3799999999999,1.1148595213319457
22343,PARTY PIZZA DISH RED RETROSPOT,95,95,1959,858.5999999999999,0.4382848392036753
22344,PARTY PIZZA DISH PINK POLKADOT,75,75,1228,460.38,0.37490228013029314
22345,PARTY PIZZA DISH BLUE POLKADOT,72,72,1102,384.32,0.3487477313974592
22346,PARTY PIZZA DISH GREEN POLKADOT,59,59,1037,381.65999999999997,0.3680424300867888
22348,TEA BAG PLATE RED RETROSPOT,359,359,4074,3574.7899999999995,0.8774644084437898
22349,DOG BOWL CHASING BALL DESIGN,132,132,1355,5340.2699999999995,3.9411586715867157
22350,ILLUSTRATED CAT BOWL ,119,119,1409,3819.5699999999993,2.710837473385379
22351,DOTCOMGIFTSHOP TEA TOWEL,2,2,13,23.089999999999996,1.776153846153846
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,489,489,3077,7832.92,2.545635359116022
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,24,24,61,155.54999999999998,2.55
22354,RETROSPOT PADDED SEAT CUSHION,84,84,749,2857.59,3.8152069425901205
22355,CHARLOTTE BAG SUKI DESIGN,888,888,18002,29164.36,1.6200622153094102
22356,CHARLOTTE BAG PINK POLKADOT,750,750,9454,11218.76,1.1866680770044427
22357,KINGS CHOICE BISCUIT TIN,185,185,450,2098.54,4.663422222222223
22358,KINGS CHOICE TEA CADDY ,258,258,692,2533.52,3.6611560693641616
22359,GLASS JAR KINGS CHOICE,83,83,181,599.87,3.314198895027624
22360,GLASS JAR ENGLISH CONFECTIONERY,230,230,911,2925.57,3.211383095499451
22361,GLASS JAR DAISY FRESH COTTON WOOL,274,274,717,2563.23,3.5749372384937237
22362,GLASS JAR PEACOCK BATH SALTS,140,140,375,1232.0900000000001,3.2855733333333337
22363,GLASS JAR MARMALADE ,85,85,351,1048.25,2.9864672364672367
22364,GLASS JAR DIGESTIVE BISCUITS,178,178,552,1827.72,3.311086956521739
22365,DOORMAT RESPECTABLE HOUSE,179,179,788,5746.38,7.292360406091371
22366,DOORMAT AIRMAIL ,222,222,773,5840.83,7.556054333764553
22367,CHILDRENS APRON SPACEBOY DESIGN,558,558,3719,7450.08,2.0032481849959667
22371,AIRLINE BAG VINTAGE TOKYO 78,393,393,1077,5035.79,4.675756731662024
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,146,146,278,1285.24,4.623165467625899
22374,AIRLINE BAG VINTAGE JET SET RED,224,224,545,2423.27,4.4463669724770645
22375,AIRLINE BAG VINTAGE JET SET BROWN,167,167,349,1639.29,4.697106017191977
22376,AIRLINE BAG VINTAGE JET SET WHITE,122,122,254,1141.7,4.4948818897637794
22377,BOTTLE BAG RETROSPOT ,209,209,1321,2153.08,1.6298864496593488
22378,WALL TIDY RETROSPOT ,294,294,2287,3646.97,1.594652383034543
22379,RECYCLING BAG RETROSPOT ,751,751,6846,15514.34,2.2661904761904763
22380,TOY TIDY SPACEBOY  ,289,289,1279,2746.16,2.1471149335418294
22381,TOY TIDY PINK POLKADOT,472,472,3414,7381.49,2.1621236086701816
22382,LUNCH BAG SPACEBOY DESIGN ,1161,1161,10305,17850.01,1.7321698204754972
22383,LUNCH BAG SUKI DESIGN ,1299,1299,12404,22318.64,1.7993099000322477
22384,LUNCH BAG PINK POLKADOT,1100,1100,10363,17198.99,1.6596535752195312
22385,JUMBO BAG SPACEBOY DESIGN,684,684,8553,16866.72,1.9720238512802526
22386,JUMBO BAG PINK POLKADOT,1219,1219,21009,41619.66,1.981039554476653
22389,PAPERWEIGHT SAVE THE PLANET,44,44,238,431.54999999999995,1.8132352941176468
22390,PAPERWEIGHT CHILDHOOD MEMORIES,36,36,268,445.44,1.662089552238806
22391,PAPERWEIGHT HOME SWEET HOME,29,29,158,245.57999999999998,1.5543037974683542
22393,PAPERWEIGHT VINTAGE COLLAGE,73,73,508,731.78,1.440511811023622
22394,PAPERWEIGHT KINGS CHOICE ,24,24,162,215.38,1.3295061728395061
22395,PAPERWEIGHT VINTAGE PAISLEY,33,33,152,220.04,1.4476315789473684
22396,MAGNETS PACK OF 4 RETRO PHOTO,128,128,1220,619.43,0.5077295081967212
22398,MAGNETS PACK OF 4 SWALLOWS,248,248,2492,1484.51,0.5957102728731942
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,99,99,1128,1317.08,1.1676241134751772
22400,MAGNETS PACK OF 4 HOME SWEET HOME,149,149,1399,731.43,0.5228234453180843
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,151,151,1711,1020.5799999999999,0.5964815897136178
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,125,125,1311,674.67,0.5146224256292906
22405,MONEY BOX POCKET MONEY DESIGN,71,71,373,416.8,1.117426273458445
22406,MONEY BOX KINGS CHOICE DESIGN,85,85,345,402.21,1.1658260869565218
22407,MONEY BOX FIRST ADE DESIGN,24,24,95,100.53,1.0582105263157895
22408,MONEY BOX CONFECTIONERY DESIGN,29,29,146,163.69,1.1211643835616438
22409,MONEY BOX BISCUITS DESIGN,58,58,227,298.47,1.3148458149779736
22410,MONEY BOX HOUSEKEEPING DESIGN,58,58,237,247.42,1.0439662447257383
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1171,1171,12248,28012.48,2.287106466361855
22412,METAL SIGN NEIGHBOURHOOD WITCH ,147,147,912,1933.9500000000003,2.120559210526316
22413,METAL SIGN TAKE IT OR LEAVE IT ,411,411,3759,11051.69,2.9400611864857678
22414,DOORMAT NEIGHBOURHOOD WITCH ,97,97,277,2022.19,7.300324909747292
22415,WHITE TISSUE REAM,13,13,19,151.05,7.95
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,77,77,862,1202.12,1.3945707656612527
22417,PACK OF 60 SPACEBOY CAKE CASES,522,522,8380,4541.24,0.5419140811455847
22418,10 COLOUR SPACEBOY PEN,324,324,6392,5439.25,0.8509464956195244
22419,LIPSTICK PEN RED,273,273,3341,1674.36,0.5011553427117629
22420,LIPSTICK PEN BABY PINK,126,126,1334,611.72,0.4585607196401799
22421,LIPSTICK PEN FUSCHIA,214,214,2596,1346.68,0.5187519260400617
22422,TOOTHPASTE TUBE PEN,205,205,1274,776.75,0.6096938775510204
22423,REGENCY CAKESTAND 3 TIER,2116,2116,13023,164762.19,12.651630960608156
22424,ENAMEL BREAD BIN CREAM,469,469,847,12041.23,14.216328217237308
22425,ENAMEL COLANDER CREAM,169,169,454,2316.42,5.102246696035243
22426,ENAMEL WASH BOWL CREAM,212,212,731,2813.96,3.849466484268126
22427,ENAMEL FLOWER JUG CREAM,512,512,2068,12427.160000000002,6.009264990328821
22428,ENAMEL FIRE BUCKET CREAM,116,116,243,1833.91,7.546954732510288
22429,ENAMEL MEASURING JUG CREAM,390,390,1239,5409.43,4.3659644874899115
22430,ENAMEL WATERING CAN CREAM,202,202,602,3167.09,5.260946843853821
22431,WATERING CAN BLUE ELEPHANT,334,334,2052,3987.0099999999998,1.9429873294346978
22432,WATERING CAN PINK BUNNY,278,278,1706,3323.3199999999997,1.9480187573270806
22433,WATERING CAN GREEN DINOSAUR,229,229,1391,2661.6499999999996,1.9134795111430623
22434,BALLOON PUMP WITH 10 BALLOONS,126,126,780,1545.06,1.9808461538461537
22435,SET OF 9 HEART SHAPED BALLOONS,266,266,2754,3441.75,1.2497276688453158
22436,12 COLOURED PARTY BALLOONS,164,164,2135,1399.16,0.655344262295082
22437,SET OF 9 BLACK SKULL BALLOONS,227,227,2820,2410.44,0.8547659574468085
22438,BALLOON ART MAKE YOUR OWN FLOWERS,98,98,1022,1058.69,1.0359001956947163
22439,6 ROCKET BALLOONS ,200,200,1836,1252.92,0.6824183006535948
22440,BALLOON WATER BOMB PACK OF 35,155,155,6024,2380.92,0.3952390438247012
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,222,222,1048,2295.01,2.189895038167939
22442,GROW YOUR OWN FLOWERS SET OF 3,85,85,285,1153.85,4.04859649122807
22443,GROW YOUR OWN HERBS SET OF 3,89,89,163,1383.79,8.489509202453988
22444,GROW YOUR OWN PLANT IN A CAN ,60,60,807,1067.87,1.323258983890954
22445,PENCIL CASE LIFE IS BEAUTIFUL,130,130,537,1624.7600000000002,3.0256238361266297
22446,PIN CUSHION BABUSHKA PINK,133,133,439,1135.18,2.5858314350797267
22447,PIN CUSHION BABUSHKA BLUE,45,45,137,410.81,2.998613138686131
22448,PIN CUSHION BABUSHKA RED,44,44,201,656.4300000000001,3.2658208955223884
22449,SILK PURSE BABUSHKA PINK,144,144,486,1567.2,3.2246913580246916
22450,SILK PURSE BABUSHKA BLUE,59,59,194,657.76,3.390515463917526
22451,SILK PURSE BABUSHKA RED,51,51,223,779.1500000000001,3.4939461883408076
22452,MEASURING TAPE BABUSHKA PINK,144,144,745,1828.16,2.4539060402684565
22453,MEASURING TAPE BABUSHKA BLUE,78,78,443,1188.74,2.6833860045146727
22454,MEASURING TAPE BABUSHKA RED,41,41,282,804.22,2.851843971631206
22456,NATURAL SLATE CHALKBOARD LARGE ,505,505,1663,9227.67,5.548809380637402
22457,NATURAL SLATE HEART CHALKBOARD ,1260,1260,9120,27995.36,3.0696666666666665
22458,CAST IRON HOOK GARDEN FORK,23,23,523,1421.83,2.718604206500956
22459,CAST IRON HOOK GARDEN TROWEL,25,25,386,1018.19,2.63779792746114
22460,EMBOSSED GLASS TEALIGHT HOLDER,216,216,2540,3266.0,1.2858267716535432
22461,SAVOY ART DECO CLOCK,63,63,216,1280.13,5.926527777777778
22464,HANGING METAL HEART LANTERN,359,359,3301,5332.5199999999995,1.6154256285973947
22465,HANGING METAL STAR LANTERN,204,204,2033,3110.9399999999996,1.530221347761928
22466,FAIRY TALE COTTAGE NIGHT LIGHT,212,212,3049,5571.889999999999,1.8274483437192521
22467,GUMBALL COAT RACK,702,702,7815,18552.97,2.3740204734484966
22468,BABUSHKA LIGHTS STRING OF 10,155,155,514,3613.72,7.030583657587548
22469,HEART OF WICKER SMALL,1208,1208,17836,31899.85,1.7885091948867458
22470,HEART OF WICKER LARGE,934,934,9833,29949.91,3.0458568087053797
22471,TV DINNER TRAY AIR HOSTESS ,106,106,419,1505.02,3.5919331742243434
22472,TV DINNER TRAY DOLLY GIRL,109,109,320,1527.01,4.77190625
22473,TV DINNER TRAY VINTAGE PAISLEY,112,112,503,1623.04,3.226719681908549
22474,SPACEBOY TV DINNER TRAY,133,133,271,1500.27,5.5360516605166055
22475,SKULL DESIGN TV DINNER TRAY,138,138,316,1605.67,5.08123417721519
22476,EMPIRE UNION JACK TV DINNER TRAY,124,124,873,2804.56,3.212554410080183
22477,WATERING CAN GARDEN MARKER,128,128,1373,1979.1499999999999,1.4414785142024762
22478,BIRDHOUSE GARDEN MARKER ,140,140,1543,2218.12,1.4375372650680491
22479,DAISY GARDEN MARKER,98,98,1139,1658.57,1.456163301141352
22480,RED TEA TOWEL CLASSIC DESIGN,73,73,631,757.21,1.200015847860539
22481,BLACK TEA TOWEL CLASSIC DESIGN,128,128,827,748.08,0.9045707376058042
